,scalerank,featurecla,type,sov_a3,note,edited,name,namealt,namealtt,routeraw,question,length_km,toll,ne_part,label,label2,local,localtype,localalt,labelrank,ignore,add,rwdb_rd_id,orig_fid,prefix,uident,continent,expressway,level,min_zoom,min_label,geometry
106,5,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",91,,,,0,76,0,ne_1d4_original,,,,,,0,0,0,0,0,,27105,North America,1,Interstate,5.0,8.0,"LINESTRING (-72.32744625972784 43.62720190633182, -72.30487053135086 43.69319249697222, -72.27708501950227 43.72792438678296, -72.23367015723885 43.76960265455584, -72.21456761784295 43.844276217648925, -72.20414805089973 43.8668519460259, -72.18504551150382 43.885954485421806, -72.14684043271201 43.90332043032718, -72.13294767678772 43.92242296972308, -72.11905492086342 44.01272588323099, -72.09126940901483 44.14470706451179, -72.07911324758108 44.16901938737931, -72.07390346410946 44.19680489922789, -72.06001070818517 44.30968354111279, -72.0235422238839 44.36004478133835, -72.0183324404123 44.413879210545)"
108,3,Road,Major Highway,CAN,,"Version 1.5: Changed alignment, a few adds in N.A.",1,,,,0,59,0,ne_1d4_original,,,,,,0,0,0,0,0,,321905,North America,0,Interstate,3.0,6.0,"LINESTRING (-54.61244586176187 48.96028358677036, -54.63154840115778 48.96375677575143, -54.687119424854956 48.96028358677036, -54.76352958243857 48.96375677575143, -54.820837200626286 48.955073803298745, -54.84341292900327 48.95681039778928, -54.8590422794181 48.965493370241965, -54.86946184636132 48.99154228760002, -54.87988141330454 49.0002252600527, -54.900720547190986 49.007171638014846, -54.93892562598279 49.008908232505384, -54.985813677227284 49.02801077190129, -55.013599189075876 49.04537671680666, -55.09869231911218 49.118313685409206, -55.11084848054594 49.12352346888081)"
114,4,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",75,,,,0,96,0,ne_1d4_original,,,,,,0,0,0,0,0,,46905,North America,1,Interstate,4.0,7.0,"LINESTRING (-84.70762838276474 44.5840654706176, -84.69720881582151 44.551070175297404, -84.67115989846346 44.51981147446774, -84.59995952435145 44.46076726178949, -84.5878033629177 44.38435710420587, -84.53744212269213 44.3339958639803, -84.51312979982461 44.316629919074934, -84.49229066593817 44.30968354111279, -84.40198775243026 44.30968354111279, -84.32905078382771 44.29926397416956, -84.23353808684818 44.248902733944, -84.20922576398067 44.224590411076484, -84.15539133477404 44.14470706451179, -84.08245436617149 44.05266755651334, -84.06856161024719 44.04745777304173, -84.05640544881344 44.01272588323099, -84.02341015349323 43.988413560363476)"
115,5,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",86,,,,0,46,0,ne_1d4_original,,,,,,0,0,0,0,0,,55305,North America,1,Interstate,5.0,8.0,"LINESTRING (-77.13954959300533 42.199721235110566, -77.10134451421352 42.171935723261974, -77.05966624644064 42.17019912877144, -77.01972457315829 42.13546723896071, -77.00062203376238 42.130257455489094, -76.94678760455575 42.14588680590393, -76.89642636433018 42.15283318386607, -76.84606512410461 42.16498934529983, -76.80959663980335 42.16325275080929, -76.80438685633173 42.11289151058373, -76.78181112795475 42.07815962077299)"
116,6,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",94,,,,0,61,0,ne_1d4_original,,,,,,0,0,0,0,0,,75205,North America,1,Interstate,6.0,8.5,"LINESTRING (-84.98201031226955 42.28481436514687, -84.82745340261178 42.29002414861848, -84.72152113868903 42.260502042279356, -84.65205735906756 42.26918501473204, -84.43498304775046 42.27786798718472)"
118,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",90,,,,0,126,1,ne_1d4_original,,,,,,0,0,0,0,0,,48305,North America,1,Interstate,3.0,6.0,"LINESTRING (-77.64837177873261 43.048915940983065, -77.77340658205127 43.04717934649253, -77.8741290625024 43.02981340158716, -77.98006132642514 43.03328659056823, -78.04605191706554 43.02981340158716, -78.24055050000567 43.00550107871965, -78.37079508679592 43.00376448422911, -78.53750815788746 42.98639853932374, -78.78123280568823 42.97610031476878)"
119,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",90,,,,0,65,1,ne_1d4_original,,,,,,0,0,0,0,0,,62805,North America,1,Interstate,3.0,6.0,"LINESTRING (-79.17831152489555 42.52446440484095, -79.21998979266843 42.507098459935584, -79.30681951719527 42.444581058276256, -79.61593333651082 42.302180310052236, -79.7236021949241 42.2483458808456, -79.7241987257427 42.24798277512993)"
120,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",90,,,,0,51,1,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,3.0,6.0,"LINESTRING (-79.18525790285769 42.52446440484095, -79.15747239100911 42.52446440484095, -79.1244770956889 42.538357160765244, -79.04633034361474 42.60087456242457, -78.96644699705006 42.67554812551765, -78.81709987086388 42.750221688610736, -78.8032071149396 42.78842676740254, -78.8032071149396 42.814475684760595)"
121,4,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",40,,,,0,136,0,ne_1d4_original,,,,,,0,0,0,0,0,,160005,North America,1,Interstate,4.0,7.0,"LINESTRING (-78.48193713419029 35.364485320357694, -78.4072635710972 35.284601973793, -78.374268275777 35.22729435560529, -78.30306790166499 35.199508843756696, -78.23360412204352 35.1526207925122, -78.18497947630848 35.10399614677717, -78.14503780302614 35.048425123079994, -78.12593526363024 34.975488154477446, -78.05994467298984 34.92860010323296, -78.0252127831791 34.91470734730866, -78.00784683827374 34.885185240969534, -78.00437364929266 34.83829718972504, -77.99742727133051 34.820931244819675, -77.97485154295353 34.78619935500894, -77.94532943661441 34.760150437650886, -77.93664646416173 34.73757470927391, -77.93317327518065 34.650744984747064, -77.93490986967119 34.63164244535116, -77.91059754680367 34.576071421653985, -77.879338845974 34.44061705139211, -77.87760225148348 34.2982163031681, -77.90017797986046 34.25653803539521, -77.87586565699294 34.24438187396145)"
124,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",95,,,,0,117,0,ne_1d4_original,,,,,,0,0,0,0,0,,227105,North America,1,Interstate,3.0,6.0,"LINESTRING (-80.81939331845282 28.412897574738857, -80.81071034600014 28.381638873909193, -80.79681759007585 28.348643578588995, -80.74645634985028 28.300018932853963, -80.72561721596384 28.265287043043227, -80.70998786554901 28.206242830364978, -80.70130489309632 28.070788460103106, -80.66136321981398 28.043002948254518, -80.61794835755056 27.977012357614118, -80.5918994401925 27.884972849615668, -80.5918994401925 27.865870310219762, -80.55195776691016 27.81724566448473, -80.54674798343855 27.79119674712668, -80.55195776691016 27.766884424259164, -80.54327479445747 27.716523184033598, -80.52243566057103 27.660952160336418, -80.51375268811834 27.614064109091924, -80.47728420381708 27.563702868866358, -80.44255231400633 27.52549779007455, -80.4217131801199 27.48034633332059, -80.39219107378077 27.45950719943415, -80.38524469581863 27.445614443509854, -80.38350810132809 27.428248498604486, -80.3939276682713 27.39872639226536)"
125,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",10,,,,0,110,0,ne_1d4_original,,,,,,0,0,0,0,0,,221105,North America,1,Interstate,3.0,6.0,"LINESTRING (-92.99986707507799 30.23979497878358, -92.67859709432868 30.2502145457268, -92.59871374776398 30.246741356745723, -92.48757170036963 30.23284860082143, -92.3729564639942 30.23458519531197, -92.33822457418347 30.236321789802503, -92.27049738905254 30.25542432919841, -92.14025280226227 30.246741356745723, -92.07599880611241 30.246741356745723, -92.01521799894363 30.26063411267002)"
126,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",10,,,,0,133,0,ne_1d4_original,,,,,,0,0,0,0,0,,221905,North America,1,Interstate,3.0,6.0,"LINESTRING (-94.13907306087015 30.059189151767725, -94.13733646637957 30.09739423055953, -94.0748190647202 30.099130825050167, -94.05050674185276 30.106077203012205, -94.01056506857043 30.130389525879878, -93.90984258811926 30.132126120370287, -93.86642772585583 30.12691633689866, -93.77959800132902 30.107813797502843, -93.72923676110344 30.116496769955518, -93.68408530434942 30.137335903841972, -93.59030920186046 30.17554098263372, -93.51389904427685 30.19985330550122, -93.43227910322162 30.213746061425525, -93.3246102448083 30.21895584489721, -93.2759855990733 30.238058384293026, -93.07280404368049 30.248477951236282, -92.99986707507793 30.239794978783607)"
128,4,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",20,,,,0,126,0,ne_1d4_original,,,,,,0,0,0,0,0,,167505,North America,1,Interstate,4.0,7.0,"LINESTRING (-79.84863699824275 34.19575722822643, -79.93893991175067 34.207913389660185, -80.03618920322073 34.21138657864125, -80.10044319937059 34.19749382271696, -80.15601422306777 34.19575722822643, -80.21158524676494 34.18360106679267, -80.24631713657568 34.19054744475481, -80.52590884955211 34.21659636211287, -80.62836792449377 34.21659636211287, -80.66483640879505 34.21138657864125, -80.69262192064363 34.199230417207495, -80.75166613332189 34.12976663758602, -80.8089737515096 34.09329815328475, -80.8419690468298 34.07940539736046, -80.94269152728094 34.07245901939831)"
130,6,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",20,,,,0,151,0,ne_1d4_original,,,,,,0,0,0,0,0,,182105,North America,1,Interstate,6.0,8.5,"LINESTRING (-84.49055407144755 33.76334520008277, -84.56001785106906 33.77723795600707, -84.5930131463893 33.77723795600707, -84.62774503620005 33.77202817253544, -84.7961947017821 33.71993033781928, -84.98722009574118 33.71993033781928, -85.0375813359667 33.71298395985724, -85.1018353321166 33.692144825970786, -85.12788424947456 33.68693504249916, -85.30849007649044 33.68172525902747, -85.3432219663012 33.676515475556016, -85.44394444675231 33.650466558197934, -85.65233578561669 33.643520180235726, -85.77737058893536 33.613998073896596, -85.82946842365152 33.60531510144392)"
133,4,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",77,,,,0,50,0,ne_1d4_original,,,,,,0,0,0,0,0,,155005,North America,1,Interstate,4.0,7.0,"LINESTRING (-80.85065201928249 35.81252669891619, -80.85933499173517 35.79689734850136, -80.86280818071624 35.77432162012438, -80.85412520826357 35.62150130495714, -80.87149115316893 35.506886068581714, -80.86801796418786 35.48083715122366, -80.84717883030142 35.423529533035946, -80.8419690468298 35.39400742669682, -80.8419690468298 35.354065753414474, -80.85412520826357 35.272445812359244)"
135,5,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",74,,,,0,85,0,ne_1d4_original,,,,,,0,0,0,0,0,,158705,North America,1,Interstate,5.0,8.0,"LINESTRING (-79.79132938005503 34.95291242610047, -79.77222684065913 34.935546481195104, -79.7044996555282 34.902551185874906, -79.67324095469853 34.87650226851685, -79.61766993100136 34.85566313463041, -79.58467463568115 34.83829718972504, -79.47874237175841 34.75841384316035, -79.46311302134357 34.75494065417927, -79.40580540315587 34.75494065417927, -79.37281010783566 34.760150437650886, -79.34502459598707 34.742784492745514, -79.32071227311955 34.711525791915854, -79.24777530451702 34.668110929652435, -79.20088725327253 34.647271795765995, -79.17310174142393 34.62295947289848, -79.14010644610373 34.60906671697418, -79.10363796180246 34.60212033901204)"
138,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",26,,,,0,37,0,ne_1d4_original,,,,,,0,0,0,0,0,,143905,North America,1,Interstate,3.0,6.0,"LINESTRING (-82.17741021005261 36.62872610946849, -82.17567361556208 36.57662827475239, -82.18088339903368 36.54536957392272, -82.19824934393905 36.53147681799843, -82.23471782824032 36.52626703452682, -82.24687398967409 36.51932065656467, -82.25903015110784 36.489798550225544, -82.35454284808736 36.40123223120817, -82.37711857646434 36.36650034139743, -82.37017219850219 36.354344179963675)"
139,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",81,,,,0,137,0,ne_1d4_original,,,,,,0,0,0,0,0,,150205,North America,1,Interstate,3.0,6.0,"LINESTRING (-82.2572935566173 36.59573081414829, -82.33544030869146 36.54363297943219, -82.38232835993595 36.5349500069795, -82.4031674938224 36.52453044003628, -82.41879684423722 36.51237427860252, -82.4882606238587 36.479378983282324, -82.55772440348017 36.435964121018905, -82.59419288778145 36.408178609170314, -82.61850521064896 36.40296882569871, -82.64455412800702 36.404705420189245, -82.69317877374203 36.35955396343528, -82.76090595887298 36.35608077445421, -82.92935562445504 36.272724238908445, -83.04918064430208 36.23104597113556, -83.09954188452765 36.20499705377751, -83.12385420739517 36.1997872703059, -83.18810820354503 36.201523864796435, -83.1915813925261 36.18936770336268, -83.3183527903353 36.12858689619389, -83.3843433809757 36.069542683515635)"
141,8,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",164,,,,0,32,0,ne_1d4_original,,,,,,0,0,0,0,0,,136905,North America,0,Interstate,7.1,9.6,"LINESTRING (-87.54696037479242 37.929435382880555, -87.51917486294383 37.92596219389949, -87.47923318966149 37.93464516635217, -87.46360383924664 37.94159154431431, -87.4514476778129 37.95722089472915, -87.44971108332236 37.97285024514398, -87.47228681169933 38.033631052312764, -87.48617956762362 38.10830461540585, -87.48444297313308 38.153456072159806, -87.47228681169933 38.174295206046246)"
147,4,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",65,,,,0,16,0,ne_1d4_original,,,,,,0,0,0,0,0,,174005,North America,1,Interstate,4.0,7.0,"LINESTRING (-86.93220592514238 34.793145732971084, -86.93220592514238 34.75320405968874, -86.92352295268971 34.69589644150103, -86.91136679125594 34.650744984747064, -86.89747403533165 34.62469606738902)"
152,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",65,,,,0,40,0,ne_1d4_original,,,,,,0,0,0,0,0,,154205,North America,1,Interstate,3.0,6.0,"LINESTRING (-86.57446746009181 36.642618865392784, -86.58662362152556 36.61309675905366, -86.6404580507322 36.54189638494165, -86.67866312952401 36.467222821848566, -86.69776566891991 36.45159347143374, -86.71165842484422 36.425544554075685, -86.71860480280635 36.3838662863028, -86.70297545239153 36.31092931770026, -86.70992183035368 36.29182677830435, -86.73076096424012 36.26925104992737)"
153,7,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",155,,,,0,16,0,ne_1d4_original,,,,,,0,0,0,0,0,,160105,North America,1,Interstate,7.0,9.5,"LINESTRING (-89.63434695241766 36.11643073476013, -89.64650311385141 36.13206008517496, -89.7072839210202 36.18242132540053, -89.72638646041611 36.19284089234375, -89.74375240532147 36.19631408132482, -89.74548899981201 36.21020683724912)"
156,4,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",75,,,,0,96,0,ne_1d4_original,,,,,,0,0,0,0,0,,109005,North America,1,Interstate,4.0,7.0,"LINESTRING (-84.19359641356584 39.86400164533856, -84.19706960254692 39.89699694065876, -84.19012322458477 39.96993390926131, -84.23180149235765 40.00987558254365, -84.23701127582926 40.08107595665566, -84.22138192541443 40.12970060239069, -84.22138192541443 40.16964227567304, -84.20227938601853 40.2009009765027, -84.20227938601853 40.22174011038914, -84.18838663009423 40.24431583876612, -84.18491344111315 40.27731113408632, -84.16581090171725 40.32767237431189, -84.16754749620779 40.40581912638604, -84.1588645237551 40.45965355559269, -84.17449387416994 40.555166252572214, -84.16407430722671 40.584688358911336, -84.13281560639706 40.638522788117974, -84.12413263394437 40.687147433853006, -84.11023987802008 40.699303595286764, -84.08940074413363 40.699303595286764, -84.07550798820934 40.706249973248916, -84.0737713937188 40.76529418592716, -84.00430761409733 40.810445642681124)"
158,7,Road,Secondary Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",72,,,,0,15,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,7.0,9.5,"LINESTRING (-91.38830738785983 39.719864302624, -91.31189723027622 39.719864302624, -91.25632620657903 39.7337570585483)"
167,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",80,,,,0,278,0,ne_1d4_original,,,,,,0,0,0,0,0,,106705,North America,1,Interstate,3.0,6.0,"LINESTRING (-107.18263427929209 41.78814834085334, -107.10101433823687 41.78467515187227, -107.06801904291666 41.77251899043851, -106.94819402306962 41.749943262061535, -106.90651575529674 41.74473347858992, -106.76932479054433 41.742996884099384, -106.71375376684715 41.729104128175095, -106.58003599107582 41.73605050613724, -106.49146967205844 41.75688964002368, -106.44458162081395 41.75515304553314, -106.42374248692751 41.741260289608846, -106.39943016405999 41.70479180530758, -106.38206421915463 41.69089904938328, -106.37338124670194 41.671796509987374, -106.32128341198583 41.64574759262933, -106.24487325440221 41.61969867527127, -106.2205609315347 41.597122946894295, -106.21014136459148 41.597122946894295, -106.1545703408943 41.5693374350457, -106.1354678014984 41.56239105708356, -106.10594569515926 41.55891786810248, -106.09552612821605 41.55370808463088, -106.06079423840531 41.52418597829175, -106.03821851002833 41.49119068297155, -106.01043299817975 41.47729792704725, -106.00695980919868 41.46687836010403, -105.9843840808217 41.4512490096892, -105.94965219101095 41.43909284825544, -105.88018841138948 41.42867328131222, -105.77078295848567 41.35920950169075, -105.62664561577111 41.34531674576646, -105.61796264331842 41.33837036780431, -105.6162260488279 41.31926782840841, -105.60754307637521 41.301901883503035, -105.54676226920643 41.28800912757874, -105.52592313531997 41.28627253308821, -105.51203037939568 41.27758956063552, -105.44951297773636 41.25675042674908, -105.44777638324582 41.228964914900494, -105.43562022181206 41.20291599754244, -105.39915173751079 41.15429135180741, -105.38873217056756 41.149081568335795, -105.32621476890824 41.12650583995882, -105.29321947358804 41.124769245468286, -105.18555061517476 41.09351054463862, -105.03620348898859 41.10393011158184, -105.01536435510215 41.09872032811023, -104.96152992589552 41.11087648954399, -104.85212447299169 41.1160862730156)"
